row_id,sentence,topic,domain,sentiment,language_style,char_count,token_count,unique_token_count,avg_word_length,type_token_ratio,has_stopwords,approx_perplexity,unigram_sample,unigram_freq,bigram_sample,bigram_freq,trigram_sample,trigram_freq,4gram_sample,5gram_sample,most_common_bigram,most_common_trigram,tokens_list
2515,Natural language processing has advanced rapidly.,politics,casual_chat,neutral,academic,49,6,6,7.17,1,FALSE,285.7171,natural,1,advanced rapidly,1,natural language processing,1,natural language processing has,language processing has advanced rapidly,natural language,natural language processing,natural | language | processing | has | advanced | rapidly
2516,Cybersecurity threats are increasingly sophisticated.,music,e-commerce,mixed,formal,53,5,5,9.6,1,TRUE,217.5768,cybersecurity,1,increasingly sophisticated,1,cybersecurity threats are,1,cybersecurity threats are increasingly,cybersecurity threats are increasingly sophisticated,cybersecurity threats,cybersecurity threats are,cybersecurity | threats | are | increasingly | sophisticated
2517,The software update fixed several critical bugs.,movies,healthcare,positive,informal,48,7,7,5.86,1,TRUE,350.5047,the,1,the software,1,software update fixed,1,software update fixed several,software update fixed several critical,the software,the software update,the | software | update | fixed | several | critical | bugs
2518,Data privacy regulations are becoming more strict.,books,legal,negative,technical,50,7,7,6.14,1,TRUE,84.8744,data,1,data privacy,1,data privacy regulations,1,are becoming more strict,privacy regulations are becoming more,data privacy,data privacy regulations,data | privacy | regulations | are | becoming | more | strict
2519,Blockchain technology offers transparent transactions.,gaming,finance,neutral,colloquial,54,5,5,9.8,1,FALSE,23.5182,blockchain,1,transparent transactions,1,blockchain technology offers,1,technology offers transparent transactions,blockchain technology offers transparent transactions,blockchain technology,blockchain technology offers,blockchain | technology | offers | transparent | transactions
2520,Electric vehicles are gaining mainstream acceptance. Really.,fashion,entertainment,mixed,academic,60,7,7,7.43,1,TRUE,142.5067,electric,1,gaining mainstream,1,are gaining mainstream,1,are gaining mainstream acceptance,are gaining mainstream acceptance really,electric vehicles,electric vehicles are,electric | vehicles | are | gaining | mainstream | acceptance | really
2521,Paris is one of a most beautiful cities in the world.,weather,customer_service,positive,formal,53,11,11,3.82,1,TRUE,218.8355,paris,1,most beautiful,1,one of a,1,one of a most,one of a most beautiful,paris is,paris is one,paris | is | one | of | a | most | beautiful | cities | in | the | world
2522,The flight was delayed by two hours.,food,social_media,negative,informal,36,7,7,4.14,1,TRUE,249.7168,the,1,flight was,1,by two hours,1,was delayed by two,was delayed by two hours,the flight,the flight was,the | flight | was | delayed | by | two | hours
2523,Booking early often results in cheaper tickets.,travel,news,neutral,technical,47,7,7,5.71,1,TRUE,372.2902,booking,1,results in,1,results in cheaper,1,early often results in,early often results in cheaper,booking early,booking early often,booking | early | often | results | in | cheaper | tickets
2524,Local cuisine is the best part of traveling.,technology,academic,mixed,colloquial,44,8,8,4.5,1,TRUE,23.7321,local,1,part of,1,cuisine is the,1,cuisine is the best,the best part of traveling,local cuisine,local cuisine is,local | cuisine | is | the | best | part | of | traveling
2525,The hotel offered stunning views of the ocean.,sports,casual_chat,positive,academic,46,8,7,4.75,0.875,TRUE,45.4782,the,2,stunning views,1,hotel offered stunning,1,hotel offered stunning views,stunning views of the ocean,the hotel,the hotel offered,the | hotel | offered | stunning | views | of | the | ocean
2526,Traveling solo can be an enriching experience.,health,e-commerce,negative,formal,46,7,7,5.57,1,FALSE,283.7372,traveling,1,traveling solo,1,can be an,1,solo can be an,traveling solo can be an,traveling solo,traveling solo can,traveling | solo | can | be | an | enriching | experience
2527,The train journey through the mountains was breathtaking.,education,healthcare,neutral,informal,57,8,7,6.12,0.875,TRUE,43.221,the,2,the mountains,1,through the mountains,1,journey through the mountains,the train journey through the,the train,the train journey,the | train | journey | through | the | mountains | was | breathtaking
2528,Make sure to carry your passport at all times.,business,legal,mixed,technical,46,9,9,4.11,1,TRUE,153.1721,make,1,all times,1,your passport at,1,sure to carry your,make sure to carry your,make sure,make sure to,make | sure | to | carry | your | passport | at | all | times
2529,Exploring new cultures broadens your perspective.,science,finance,positive,colloquial,49,6,6,7.17,1,FALSE,372.5942,exploring,1,your perspective,1,new cultures broadens,1,new cultures broadens your,exploring new cultures broadens your,exploring new,exploring new cultures,exploring | new | cultures | broadens | your | perspective
2530,The airport was very busy during the holiday season.,politics,entertainment,negative,academic,52,9,8,4.78,0.8889,TRUE,297.1428,the,2,busy during,1,was very busy,1,very busy during the,busy during the holiday season,the airport,the airport was,the | airport | was | very | busy | during | the | holiday | season
2531,Regular exercise improves both physical and mental health. Absolutely.,music,customer_service,neutral,formal,70,9,9,6.67,1,FALSE,263.8078,regular,1,mental health,1,improves both physical,1,physical and mental health,physical and mental health absolutely,regular exercise,regular exercise improves,regular | exercise | improves | both | physical | and | mental | health | absolutely
2532,A balanced diet is essential for overall wellbeing.,movies,social_media,mixed,informal,51,8,8,5.38,1,TRUE,59.131,a,1,balanced diet,1,a balanced diet,1,essential for overall wellbeing,balanced diet is essential for,a balanced,a balanced diet,a | balanced | diet | is | essential | for | overall | wellbeing
2533,Getting enough sleep is crucial for productivity.,books,news,positive,technical,49,7,7,6,1,TRUE,234.1907,getting,1,enough sleep,1,sleep is crucial,1,enough sleep is crucial,enough sleep is crucial for,getting enough,getting enough sleep,getting | enough | sleep | is | crucial | for | productivity
2534,Stress management techniques can improve quality of life.,gaming,academic,negative,colloquial,57,8,8,6.12,1,TRUE,145.4609,stress,1,management techniques,1,improve quality of,1,improve quality of life,can improve quality of life,stress management,stress management techniques,stress | management | techniques | can | improve | quality | of | life
2535,Annual medical checkups help detect problems early.,fashion,casual_chat,neutral,academic,51,7,7,6.29,1,FALSE,351.1079,annual,1,detect problems,1,detect problems early,1,checkups help detect problems,checkups help detect problems early,annual medical,annual medical checkups,annual | medical | checkups | help | detect | problems | early
2536,Staying hydrated throughout the day is very important.,weather,e-commerce,mixed,formal,54,8,8,5.75,1,TRUE,21.0149,staying,1,is very,1,the day is,1,hydrated throughout the day,hydrated throughout the day is,staying hydrated,staying hydrated throughout,staying | hydrated | throughout | the | day | is | very | important
2537,Mental health awareness has increased significantly.,food,healthcare,positive,informal,52,6,6,7.67,1,FALSE,74.4667,mental,1,health awareness,1,health awareness has,1,mental health awareness has,mental health awareness has increased,mental health,mental health awareness,mental | health | awareness | has | increased | significantly
2538,Vaccines are an effective tool against disease.,travel,legal,negative,technical,47,7,7,5.71,1,TRUE,360.4623,vaccines,1,effective tool,1,vaccines are an,1,an effective tool against,vaccines are an effective tool,vaccines are,vaccines are an,vaccines | are | an | effective | tool | against | disease
2539,Yoga and meditation reduce anxiety levels.,technology,finance,neutral,colloquial,42,6,6,6,1,FALSE,181.6542,yoga,1,yoga and,1,and meditation reduce,1,meditation reduce anxiety levels,and meditation reduce anxiety levels,yoga and,yoga and meditation,yoga | and | meditation | reduce | anxiety | levels
2540,Chronic conditions require consistent medical management.,sports,entertainment,mixed,academic,57,6,6,8.5,1,FALSE,111.4937,chronic,1,consistent medical,1,require consistent medical,1,conditions require consistent medical,chronic conditions require consistent medical,chronic conditions,chronic conditions require,chronic | conditions | require | consistent | medical | management
2541,The team won the championship after a thrilling match.,health,customer_service,positive,formal,54,9,8,5,0.8889,TRUE,154.8968,the,2,a thrilling,1,the championship after,1,the championship after a,the championship after a thrilling,the team,the team won,the | team | won | the | championship | after | a | thrilling | match
2542,He scored three goals in a final quarter. Perhaps.,education,social_media,negative,informal,50,9,9,4.44,1,TRUE,340.0327,he,1,a final,1,in a final,1,he scored three goals,in a final quarter perhaps,he scored,he scored three,he | scored | three | goals | in | a | final | quarter | perhaps
2543,Training every day builds strength and endurance.,business,news,neutral,technical,49,7,7,6,1,FALSE,232.9846,training,1,every day,1,day builds strength,1,every day builds strength,every day builds strength and,training every,training every day,training | every | day | builds | strength | and | endurance
2544,The athlete broke the world record by two seconds.,science,academic,mixed,colloquial,50,9,8,4.56,0.8889,TRUE,232.0039,the,2,two seconds,1,record by two,1,broke the world record,the athlete broke the world,the athlete,the athlete broke,the | athlete | broke | the | world | record | by | two | seconds
2545,Teamwork is the foundation of any winning strategy.,politics,casual_chat,positive,academic,51,8,8,5.38,1,TRUE,29.6123,teamwork,1,foundation of,1,any winning strategy,1,the foundation of any,is the foundation of any,teamwork is,teamwork is the,teamwork | is | the | foundation | of | any | winning | strategy
2546,The stadium was packed with enthusiastic supporters.,music,e-commerce,negative,formal,52,7,7,6.43,1,TRUE,181.1496,the,1,was packed,1,packed with enthusiastic,1,was packed with enthusiastic,was packed with enthusiastic supporters,the stadium,the stadium was,the | stadium | was | packed | with | enthusiastic | supporters
2547,She dominated the tennis tournament from start to finish.,movies,healthcare,neutral,informal,57,9,9,5.33,1,TRUE,374.6131,she,1,tennis tournament,1,tennis tournament from,1,the tennis tournament from,dominated the tennis tournament from,she dominated,she dominated the,she | dominated | the | tennis | tournament | from | start | to | finish
2548,Injuries are an unfortunate part of professional sports.,books,legal,mixed,technical,56,8,8,6,1,TRUE,219.881,injuries,1,injuries are,1,are an unfortunate,1,unfortunate part of professional,an unfortunate part of professional,injuries are,injuries are an,injuries | are | an | unfortunate | part | of | professional | sports
2549,The coach made a key substitution at halftime.,gaming,finance,positive,colloquial,46,8,8,4.75,1,TRUE,55.7612,the,1,the coach,1,key substitution at,1,made a key substitution,made a key substitution at,the coach,the coach made,the | coach | made | a | key | substitution | at | halftime
2550,Sportsmanship is as important as winning the game.,fashion,entertainment,negative,academic,50,8,7,5.25,0.875,TRUE,250.5743,sportsmanship,1,as important,1,as important as,1,as winning the game,sportsmanship is as important as,sportsmanship is,sportsmanship is as,sportsmanship | is | as | important | as | winning | the | game
2551,Reading regularly expands vocabulary and knowledge.,weather,customer_service,neutral,formal,51,6,6,7.5,1,FALSE,171.3517,reading,1,reading regularly,1,expands vocabulary and,1,expands vocabulary and knowledge,regularly expands vocabulary and knowledge,reading regularly,reading regularly expands,reading | regularly | expands | vocabulary | and | knowledge
2552,Online learning has made education more accessible.,food,social_media,mixed,informal,51,7,7,6.29,1,FALSE,41.7463,online,1,more accessible,1,has made education,1,has made education more,has made education more accessible,online learning,online learning has,online | learning | has | made | education | more | accessible
2553,Critical thinking skills are essential in modern careers. Perhaps.,travel,news,positive,technical,66,9,9,6.22,1,TRUE,398.948,critical,1,critical thinking,1,modern careers perhaps,1,in modern careers perhaps,are essential in modern careers,critical thinking,critical thinking skills,critical | thinking | skills | are | essential | in | modern | careers | perhaps
2554,Students should practice active recall when studying.,technology,academic,negative,colloquial,53,7,7,6.57,1,FALSE,199.9104,students,1,when studying,1,active recall when,1,active recall when studying,students should practice active recall,students should,students should practice,students | should | practice | active | recall | when | studying
2555,The teacher explained the concept with clear examples.,sports,casual_chat,neutral,academic,54,8,7,5.75,0.875,TRUE,34.5136,the,2,clear examples,1,with clear examples,1,concept with clear examples,the teacher explained the concept,the teacher,the teacher explained,the | teacher | explained | the | concept | with | clear | examples
2556,Higher education opens many career opportunities.,health,e-commerce,mixed,formal,49,6,6,7.17,1,FALSE,350.947,higher,1,higher education,1,education opens many,1,opens many career opportunities,higher education opens many career,higher education,higher education opens,higher | education | opens | many | career | opportunities
2557,Lifelong learning keeps the mind sharp and active.,education,healthcare,positive,informal,50,8,8,5.25,1,TRUE,41.2982,lifelong,1,learning keeps,1,lifelong learning keeps,1,the mind sharp and,lifelong learning keeps the mind,lifelong learning,lifelong learning keeps,lifelong | learning | keeps | the | mind | sharp | and | active
2558,Collaborative projects teach valuable teamwork skills.,business,legal,negative,technical,54,6,6,8,1,FALSE,393.6933,collaborative,1,collaborative projects,1,teach valuable teamwork,1,collaborative projects teach valuable,projects teach valuable teamwork skills,collaborative projects,collaborative projects teach,collaborative | projects | teach | valuable | teamwork | skills
2559,Feedback from peers can improve academic performance.,science,finance,neutral,colloquial,53,7,7,6.57,1,FALSE,338.1639,feedback,1,from peers,1,improve academic performance,1,feedback from peers can,from peers can improve academic,feedback from,feedback from peers,feedback | from | peers | can | improve | academic | performance
2560,Understanding the fundamentals helps with advanced topics.,politics,entertainment,mixed,academic,58,7,7,7.29,1,TRUE,25.3851,understanding,1,fundamentals helps,1,the fundamentals helps,1,fundamentals helps with advanced,fundamentals helps with advanced topics,understanding the,understanding the fundamentals,understanding | the | fundamentals | helps | with | advanced | topics
2561,The company reported record profits this quarter.,music,customer_service,positive,formal,49,7,7,6,1,TRUE,274.4636,the,1,this quarter,1,record profits this,1,record profits this quarter,reported record profits this quarter,the company,the company reported,the | company | reported | record | profits | this | quarter
2562,Customer satisfaction drives long-term business success.,movies,social_media,negative,informal,56,7,7,7,1,FALSE,121.3217,customer,1,customer satisfaction,1,satisfaction drives long,1,satisfaction drives long term,drives long term business success,customer satisfaction,customer satisfaction drives,customer | satisfaction | drives | long | term | business | success
2563,Startups often struggle with early-stage funding.,books,news,neutral,technical,49,7,7,6,1,FALSE,251.241,startups,1,often struggle,1,with early stage,1,startups often struggle with,often struggle with early stage,startups often,startups often struggle,startups | often | struggle | with | early | stage | funding
2564,Market analysis is critical before launching a product. Perhaps.,gaming,academic,mixed,colloquial,64,9,9,6,1,TRUE,138.2425,market,1,a product,1,analysis is critical,1,launching a product perhaps,market analysis is critical before,market analysis,market analysis is,market | analysis | is | critical | before | launching | a | product | perhaps
2565,Effective leadership motivates teams to perform better.,fashion,casual_chat,positive,academic,55,7,7,6.86,1,TRUE,197.1759,effective,1,to perform,1,motivates teams to,1,effective leadership motivates teams,leadership motivates teams to perform,effective leadership,effective leadership motivates,effective | leadership | motivates | teams | to | perform | better
2566,Supply chain disruptions affected global markets.,weather,e-commerce,negative,formal,49,6,6,7.17,1,FALSE,368.8442,supply,1,supply chain,1,affected global markets,1,supply chain disruptions affected,supply chain disruptions affected global,supply chain,supply chain disruptions,supply | chain | disruptions | affected | global | markets
2567,The merger was approved by regulatory authorities.,food,healthcare,neutral,informal,50,7,7,6.14,1,TRUE,244.6364,the,1,merger was,1,the merger was,1,merger was approved by,merger was approved by regulatory,the merger,the merger was,the | merger | was | approved | by | regulatory | authorities
2568,Digital marketing has replaced traditional advertising.,travel,legal,mixed,technical,55,6,6,8.17,1,FALSE,262.4193,digital,1,digital marketing,1,marketing has replaced,1,digital marketing has replaced,digital marketing has replaced traditional,digital marketing,digital marketing has,digital | marketing | has | replaced | traditional | advertising
2569,Employee retention reduces costly hiring cycles.,technology,finance,positive,colloquial,48,6,6,7,1,FALSE,136.9573,employee,1,costly hiring,1,employee retention reduces,1,reduces costly hiring cycles,employee retention reduces costly hiring,employee retention,employee retention reduces,employee | retention | reduces | costly | hiring | cycles
2570,Investors are looking for sustainable business models.,sports,entertainment,negative,academic,54,7,7,6.71,1,TRUE,40.2674,investors,1,business models,1,are looking for,1,are looking for sustainable,are looking for sustainable business,investors are,investors are looking,investors | are | looking | for | sustainable | business | models
2571,The experiment yielded surprising and significant results.,health,customer_service,neutral,formal,58,7,7,7.29,1,TRUE,73.3619,the,1,significant results,1,yielded surprising and,1,experiment yielded surprising and,experiment yielded surprising and significant,the experiment,the experiment yielded,the | experiment | yielded | surprising | and | significant | results
2572,Peer review ensures the integrity of scientific research.,education,social_media,mixed,informal,57,8,8,6.12,1,TRUE,123.6638,peer,1,ensures the,1,the integrity of,1,review ensures the integrity,review ensures the integrity of,peer review,peer review ensures,peer | review | ensures | the | integrity | of | scientific | research
2573,Climate change is supported by overwhelming evidence.,business,news,positive,technical,53,7,7,6.57,1,TRUE,285.0721,climate,1,change is,1,change is supported,1,is supported by overwhelming,change is supported by overwhelming,climate change,climate change is,climate | change | is | supported | by | overwhelming | evidence
2574,Quantum computing could solve complex problems faster.,science,academic,negative,colloquial,54,7,7,6.71,1,FALSE,239.9045,quantum,1,could solve,1,quantum computing could,1,solve complex problems faster,computing could solve complex problems,quantum computing,quantum computing could,quantum | computing | could | solve | complex | problems | faster
2575,Gene editing technologies raise important ethical questions. Absolutely.,politics,casual_chat,neutral,academic,72,8,8,7.88,1,FALSE,335.21,gene,1,questions absolutely,1,ethical questions absolutely,1,important ethical questions absolutely,raise important ethical questions absolutely,gene editing,gene editing technologies,gene | editing | technologies | raise | important | ethical | questions | absolutely
2576,Space exploration has accelerated in recent decades.,music,e-commerce,mixed,formal,52,7,7,6.43,1,TRUE,166.5587,space,1,recent decades,1,exploration has accelerated,1,space exploration has accelerated,has accelerated in recent decades,space exploration,space exploration has,space | exploration | has | accelerated | in | recent | decades
2577,The discovery of new species continues to surprise scientists.,movies,healthcare,positive,informal,62,9,9,5.89,1,TRUE,265.483,the,1,new species,1,continues to surprise,1,new species continues to,of new species continues to,the discovery,the discovery of,the | discovery | of | new | species | continues | to | surprise | scientists
2578,Chemistry plays a role in everything around us.,books,legal,negative,technical,47,8,8,4.88,1,TRUE,285.8685,chemistry,1,everything around,1,a role in,1,plays a role in,a role in everything around,chemistry plays,chemistry plays a,chemistry | plays | a | role | in | everything | around | us
2579,Physics explains the fundamental forces of the universe.,gaming,finance,neutral,colloquial,56,8,7,6,0.875,TRUE,215.0435,physics,1,forces of,1,forces of the,1,the fundamental forces of,physics explains the fundamental forces,physics explains,physics explains the,physics | explains | the | fundamental | forces | of | the | universe
2580,Biodiversity is essential for ecosystem resilience.,fashion,entertainment,mixed,academic,51,6,6,7.5,1,TRUE,119.1214,biodiversity,1,is essential,1,essential for ecosystem,1,biodiversity is essential for,is essential for ecosystem resilience,biodiversity is,biodiversity is essential,biodiversity | is | essential | for | ecosystem | resilience
2581,The weather today is absolutely beautiful and sunny.,weather,customer_service,positive,formal,52,8,8,5.5,1,TRUE,73.1298,the,1,the weather,1,absolutely beautiful and,1,weather today is absolutely,is absolutely beautiful and sunny,the weather,the weather today,the | weather | today | is | absolutely | beautiful | and | sunny
2582,It looks like rain is coming this afternoon.,food,social_media,negative,informal,44,8,8,4.5,1,TRUE,270.1558,it,1,is coming,1,like rain is,1,like rain is coming,rain is coming this afternoon,it looks,it looks like,it | looks | like | rain | is | coming | this | afternoon
2583,Temperature dropped significantly overnight.,travel,news,neutral,technical,44,4,4,10,1,FALSE,259.1994,temperature,1,temperature dropped,1,dropped significantly overnight,1,temperature dropped significantly overnight,,temperature dropped,temperature dropped significantly,temperature | dropped | significantly | overnight
2584,Strong winds are expected throughout a day.,technology,academic,mixed,colloquial,43,7,7,5.14,1,TRUE,147.1907,strong,1,strong winds,1,winds are expected,1,expected throughout a day,winds are expected throughout a,strong winds,strong winds are,strong | winds | are | expected | throughout | a | day
2585,The forecast shows clear skies for the weekend.,sports,casual_chat,positive,academic,47,8,7,4.88,0.875,TRUE,136.3847,the,2,for the,1,the forecast shows,1,forecast shows clear skies,shows clear skies for the,the forecast,the forecast shows,the | forecast | shows | clear | skies | for | the | weekend
2586,Humidity levels are very high today. Truly.,health,e-commerce,negative,formal,43,7,7,5,1,TRUE,327.5041,humidity,1,high today,1,levels are very,1,humidity levels are very,levels are very high today,humidity levels,humidity levels are,humidity | levels | are | very | high | today | truly
2587,Snow is expected to fall heavily tonight.,education,healthcare,neutral,informal,41,7,7,4.86,1,TRUE,171.7467,snow,1,to fall,1,fall heavily tonight,1,to fall heavily tonight,expected to fall heavily tonight,snow is,snow is expected,snow | is | expected | to | fall | heavily | tonight
2588,It is a perfect day for outdoor activities.,business,legal,mixed,technical,43,8,8,4.38,1,TRUE,248.3579,it,1,outdoor activities,1,is a perfect,1,a perfect day for,a perfect day for outdoor,it is,it is a,it | is | a | perfect | day | for | outdoor | activities
2589,Thunderstorms may develop in the late evening.,science,finance,positive,colloquial,46,7,7,5.57,1,TRUE,388.891,thunderstorms,1,in the,1,in the late,1,develop in the late,thunderstorms may develop in the,thunderstorms may,thunderstorms may develop,thunderstorms | may | develop | in | the | late | evening
2590,The heat wave continues into the next week.,politics,entertainment,negative,academic,43,8,7,4.38,0.875,TRUE,181.8398,the,2,heat wave,1,into the next,1,the heat wave continues,continues into the next week,the heat,the heat wave,the | heat | wave | continues | into | the | next | week
2591,I really enjoyed a pasta dish at that restaurant.,music,customer_service,neutral,formal,49,9,9,4.44,1,TRUE,30.851,i,1,pasta dish,1,pasta dish at,1,a pasta dish at,pasta dish at that restaurant,i really,i really enjoyed,i | really | enjoyed | a | pasta | dish | at | that | restaurant
2592,The coffee here is exceptionally smooth and rich.,movies,social_media,mixed,informal,49,8,8,5.12,1,TRUE,381.5677,the,1,exceptionally smooth,1,coffee here is,1,here is exceptionally smooth,coffee here is exceptionally smooth,the coffee,the coffee here,the | coffee | here | is | exceptionally | smooth | and | rich
2593,Can you recommend a good place to eat nearby?,books,news,positive,technical,45,9,9,4,1,TRUE,319.6564,can,1,recommend a,1,you recommend a,1,place to eat nearby,recommend a good place to,can you,can you recommend,can | you | recommend | a | good | place | to | eat | nearby
2594,This burger is one of the best I have ever had.,gaming,academic,negative,colloquial,47,11,11,3.27,1,TRUE,311.0128,this,1,this burger,1,burger is one,1,of the best i,best i have ever had,this burger,this burger is,this | burger | is | one | of | the | best | i | have | ever | had
2595,The dessert menu looks absolutely delicious.,fashion,casual_chat,neutral,academic,44,6,6,6.33,1,TRUE,195.0233,the,1,menu looks,1,looks absolutely delicious,1,dessert menu looks absolutely,the dessert menu looks absolutely,the dessert,the dessert menu,the | dessert | menu | looks | absolutely | delicious
2596,Fresh vegetables make every meal taste better.,weather,e-commerce,mixed,formal,46,7,7,5.57,1,FALSE,134.4873,fresh,1,taste better,1,vegetables make every,1,vegetables make every meal,fresh vegetables make every meal,fresh vegetables,fresh vegetables make,fresh | vegetables | make | every | meal | taste | better
2597,I am trying a new recipe for dinner tonight. Really.,food,healthcare,positive,informal,52,10,10,4.1,1,TRUE,185.8886,i,1,trying a,1,a new recipe,1,for dinner tonight really,am trying a new recipe,i am,i am trying,i | am | trying | a | new | recipe | for | dinner | tonight | really
2598,The sushi was fresh and expertly prepared.,travel,legal,negative,technical,42,7,7,5,1,TRUE,231.0323,the,1,expertly prepared,1,sushi was fresh,1,sushi was fresh and,was fresh and expertly prepared,the sushi,the sushi was,the | sushi | was | fresh | and | expertly | prepared
2599,Cooking at home saves both time and money.,technology,finance,neutral,colloquial,42,8,8,4.25,1,FALSE,80.5453,cooking,1,and money,1,home saves both,1,cooking at home saves,saves both time and money,cooking at,cooking at home,cooking | at | home | saves | both | time | and | money
2600,The bakery opens early every morning.,sports,entertainment,mixed,academic,37,6,6,5.17,1,TRUE,285.5363,the,1,the bakery,1,early every morning,1,opens early every morning,bakery opens early every morning,the bakery,the bakery opens,the | bakery | opens | early | every | morning
2601,Artificial intelligence is transforming every industry.,health,customer_service,positive,formal,55,6,6,8.17,1,TRUE,309.9613,artificial,1,transforming every,1,transforming every industry,1,intelligence is transforming every,artificial intelligence is transforming every,artificial intelligence,artificial intelligence is,artificial | intelligence | is | transforming | every | industry
2602,The new smartphone has impressive camera features.,education,social_media,negative,informal,50,7,7,6.14,1,TRUE,309.9568,the,1,the new,1,has impressive camera,1,new smartphone has impressive,new smartphone has impressive camera,the new,the new smartphone,the | new | smartphone | has | impressive | camera | features
2603,Cloud computing enables scalable infrastructure solutions.,business,news,neutral,technical,58,6,6,8.67,1,FALSE,331.5206,cloud,1,computing enables,1,scalable infrastructure solutions,1,computing enables scalable infrastructure,computing enables scalable infrastructure solutions,cloud computing,cloud computing enables,cloud | computing | enables | scalable | infrastructure | solutions
2604,Machine learning models require large training datasets.,science,academic,mixed,colloquial,56,7,7,7,1,FALSE,47.2296,machine,1,training datasets,1,require large training,1,require large training datasets,models require large training datasets,machine learning,machine learning models,machine | learning | models | require | large | training | datasets
2605,Natural language processing has advanced rapidly.,politics,casual_chat,positive,academic,49,6,6,7.17,1,FALSE,311.7807,natural,1,has advanced,1,natural language processing,1,natural language processing has,natural language processing has advanced,natural language,natural language processing,natural | language | processing | has | advanced | rapidly
2606,Cybersecurity threats are increasingly sophisticated.,music,e-commerce,negative,formal,53,5,5,9.6,1,TRUE,252.0153,cybersecurity,1,are increasingly,1,threats are increasingly,1,threats are increasingly sophisticated,cybersecurity threats are increasingly sophisticated,cybersecurity threats,cybersecurity threats are,cybersecurity | threats | are | increasingly | sophisticated
2607,The software update fixed several critical bugs.,movies,healthcare,neutral,informal,48,7,7,5.86,1,TRUE,209.9809,the,1,fixed several,1,the software update,1,software update fixed several,the software update fixed several,the software,the software update,the | software | update | fixed | several | critical | bugs
2608,Data privacy regulations are becoming more strict. Really.,books,legal,mixed,technical,58,8,8,6.12,1,TRUE,149.0429,data,1,privacy regulations,1,regulations are becoming,1,are becoming more strict,data privacy regulations are becoming,data privacy,data privacy regulations,data | privacy | regulations | are | becoming | more | strict | really
2609,Blockchain technology offers transparent transactions.,gaming,finance,positive,colloquial,54,5,5,9.8,1,FALSE,138.215,blockchain,1,technology offers,1,technology offers transparent,1,blockchain technology offers transparent,blockchain technology offers transparent transactions,blockchain technology,blockchain technology offers,blockchain | technology | offers | transparent | transactions
2610,Electric vehicles are gaining mainstream acceptance.,fashion,entertainment,negative,academic,52,6,6,7.67,1,TRUE,88.2168,electric,1,gaining mainstream,1,electric vehicles are,1,vehicles are gaining mainstream,vehicles are gaining mainstream acceptance,electric vehicles,electric vehicles are,electric | vehicles | are | gaining | mainstream | acceptance
2611,Paris is one of the most beautiful cities in the world.,weather,customer_service,neutral,formal,55,11,10,4,0.9091,TRUE,326.367,paris,1,beautiful cities,1,in the world,1,is one of the,of the most beautiful cities,paris is,paris is one,paris | is | one | of | the | most | beautiful | cities | in | the | world
2612,The flight was delayed by two hours.,food,social_media,mixed,informal,36,7,7,4.14,1,TRUE,81.1358,the,1,was delayed,1,the flight was,1,delayed by two hours,the flight was delayed by,the flight,the flight was,the | flight | was | delayed | by | two | hours
2613,Booking early often results in cheaper tickets.,travel,news,positive,technical,47,7,7,5.71,1,TRUE,192.783,booking,1,early often,1,in cheaper tickets,1,results in cheaper tickets,often results in cheaper tickets,booking early,booking early often,booking | early | often | results | in | cheaper | tickets
2614,Local cuisine is the best part of traveling.,technology,academic,negative,colloquial,44,8,8,4.5,1,TRUE,313.1167,local,1,the best,1,part of traveling,1,the best part of,the best part of traveling,local cuisine,local cuisine is,local | cuisine | is | the | best | part | of | traveling
2615,The hotel offered stunning views of the ocean.,sports,casual_chat,neutral,academic,46,8,7,4.75,0.875,TRUE,249.3817,the,2,offered stunning,1,stunning views of,1,offered stunning views of,the hotel offered stunning views,the hotel,the hotel offered,the | hotel | offered | stunning | views | of | the | ocean
2616,Traveling solo can be an enriching experience.,health,e-commerce,mixed,formal,46,7,7,5.57,1,FALSE,290.5689,traveling,1,be an,1,an enriching experience,1,can be an enriching,solo can be an enriching,traveling solo,traveling solo can,traveling | solo | can | be | an | enriching | experience
2617,The train journey through the mountains was breathtaking.,education,healthcare,positive,informal,57,8,7,6.12,0.875,TRUE,318.488,the,2,was breathtaking,1,the mountains was,1,journey through the mountains,the train journey through the,the train,the train journey,the | train | journey | through | the | mountains | was | breathtaking
2618,Make sure to carry your passport at all times.,business,legal,negative,technical,46,9,9,4.11,1,TRUE,77.1471,make,1,at all,1,your passport at,1,carry your passport at,make sure to carry your,make sure,make sure to,make | sure | to | carry | your | passport | at | all | times
2619,Exploring new cultures broadens your perspective. Absolutely.,science,finance,neutral,colloquial,61,7,7,7.57,1,FALSE,215.6606,exploring,1,perspective absolutely,1,your perspective absolutely,1,cultures broadens your perspective,exploring new cultures broadens your,exploring new,exploring new cultures,exploring | new | cultures | broadens | your | perspective | absolutely
2620,The airport was very busy during the holiday season.,politics,entertainment,mixed,academic,52,9,8,4.78,0.8889,TRUE,127.0513,the,2,holiday season,1,very busy during,1,the airport was very,very busy during the holiday,the airport,the airport was,the | airport | was | very | busy | during | the | holiday | season
2621,Regular exercise improves both physical and mental health.,music,customer_service,positive,formal,58,8,8,6.25,1,FALSE,39.0279,regular,1,regular exercise,1,both physical and,1,both physical and mental,improves both physical and mental,regular exercise,regular exercise improves,regular | exercise | improves | both | physical | and | mental | health
